date,wimean_2w,wimean_1m,wimean_3m,wimean_6m,wimean_9m,wimean_1y
2004-01-01,0.052347384534554356,0.05298442092402775,0.054284842306832524,0.05465620249219208,0.054774484102681736,0.054866023288886165
2004-01-02,0.05224759696035072,0.05238701350441537,0.05359412194953428,0.05397483434553208,0.05429415370916238,0.05434505220998981
2004-01-03,0.05224759696035072,0.05238701350441537,0.05359412194953428,0.05397483434553208,0.05429415370916238,0.05434505220998981
2004-01-04,0.05224759696035072,0.05238701350441537,0.05359412194953428,0.05397483434553208,0.05429415370916238,0.05434505220998981
2004-01-05,0.05159887085536824,0.05218786262264173,0.05344610315903711,0.05402355024774673,0.054246267099437834,0.054392725931114674
2004-01-06,0.05149907334861033,0.05198871703741764,0.05324868673117478,0.05373141614985226,0.05415028569600222,0.054203407984928384
2004-01-07,0.05194819221490796,0.05198873333588869,0.0527552615614168,0.05295224223599222,0.05323723499634657,0.05339775777640127
2004-01-08,0.05189828973665373,0.05198871703741764,0.05236035902781529,0.05231868007303064,0.05203472554574999,0.051737041230524486
2004-01-09,0.05264677113421071,0.05263590331731366,0.052607098633002655,0.05236744048973442,0.05217920542533286,0.05192707883505068
2004-01-10,0.05264677113421071,0.05263590331731366,0.052607098633002655,0.05236744048973442,0.05217920542533286,0.05192707883505068
2004-01-11,0.05264677113421071,0.05263590331731366,0.052607098633002655,0.05236744048973442,0.05217920542533286,0.05192707883505068
2004-01-12,0.05294618256469412,0.05328310507910813,0.05305134836600794,0.05275738793000043,0.052467908294673,0.052164593010097904
2004-01-13,0.05234739293909266,0.05293464206490336,0.05285399079448576,0.05261131041127805,0.05241993661753797,0.0520698964394309
2004-01-14,0.05244719216507034,0.05288485505781049,0.05300198435034459,0.05324448859188394,0.0532852580895539,0.05306570921795408
2004-01-15,0.05244719216507034,0.052835083124645355,0.053495534414941114,0.053828906418691466,0.05429450867713134,0.05444024264473739
2004-01-16,0.053694639514340406,0.05358178108756805,0.05413690754023714,0.05441299692168491,0.054966706217946484,0.05510293397799046
2004-01-17,0.053694639514340406,0.05358178108756805,0.05413690754023714,0.05441299692168491,0.054966706217946484,0.05510293397799046
2004-01-18,0.053694639514340406,0.05358178108756805,0.05413690754023714,0.05441299692168491,0.054966706217946484,0.05510293397799046
2004-01-19,0.05284638123769154,0.05313376401992499,0.054087583149255686,0.05446175486942584,0.05487083730026544,0.05510293397799046
2004-01-20,0.05294618256469412,0.05293463391693488,0.05369288719153553,0.05387757087924537,0.05453468229526098,0.05448764274905311
2004-01-21,0.05289628581678787,0.05288485505781049,0.053347463995558494,0.05329326767187405,0.05371807765916564,0.053635005704933195
2004-01-22,0.05204798895765203,0.05238701350441537,0.05300203479525518,0.05329326767187405,0.053525783689946316,0.0535875651242249
2004-01-23,0.05149906303327844,0.05198870766579812,0.05270589514221085,0.053147129295996916,0.05347768541658818,0.0535875651242249
2004-01-24,0.05149906303327844,0.05198870766579812,0.05270589514221085,0.053147129295996916,0.05347768541658818,0.0535875651242249
2004-01-25,0.05149906303327844,0.05198870766579812,0.05270589514221085,0.053147129295996916,0.05347768541658818,0.0535875651242249
2004-01-26,0.05005184015028688,0.05198872559411495,0.05310065593348856,0.05324448859188394,0.05357363253174312,0.053966398252492484
2004-01-27,0.05124955790035799,0.05223766103857097,0.05295264675820578,0.053780136733974825,0.054246437769229466,0.05453483212666912
2004-01-28,0.05154897697309152,0.05238701350441537,0.053002010773869124,0.0536828054769669,0.054198363442348456,0.05444024264473739
2004-01-29,0.05264679634724649,0.052635954652034356,0.05315007279234407,0.05378023962223744,0.05439056857192684,0.05462962784218673
2004-01-30,0.05294618256469412,0.05283507579135237,0.05319940918408568,0.053828906418691466,0.05443855756997612,0.05467701896112652
2004-01-31,0.05294618256469412,0.05283507579135237,0.05319940918408568,0.053828906418691466,0.05443855756997612,0.05467701896112652
2004-02-01,0.05294618256469412,0.05283507579135237,0.05319940918408568,0.053828906418691466,0.05443855756997612,0.05467701896112652
2004-02-02,0.05384434121782655,0.053432461210969465,0.05364353278770083,0.054023704543089204,0.05472682934783951,0.05519775637962455
2004-02-03,0.05384434484664226,0.05338267624112013,0.05364353278770083,0.05426709465406879,0.054774876336498385,0.05519775637962455
2004-02-04,0.053295475462258615,0.05318355795235297,0.053495534414941114,0.05353679106995962,0.05434264442473569,0.05453512802700493
2004-02-05,0.05319567948341429,0.053183564877844126,0.053495534414941114,0.054072411084186985,0.05467884375664348,0.05500847879266406
2004-02-06,0.05294618619375986,0.05303421485670774,0.05379159239561812,0.054607846420383604,0.05535092859884883,0.05562345638929504
2004-02-07,0.05294618619375986,0.05303421485670774,0.05379159239561812,0.054607846420383604,0.05535092859884883,0.05562345638929504
2004-02-08,0.05294618619375986,0.05303421485670774,0.05379159239561812,0.054607846420383604,0.05535092859884883,0.05562345638929504
2004-02-09,0.051499085956238186,0.052436802548915806,0.053347463995558494,0.05426709465406879,0.05506286837494997,0.055386998147330835
2004-02-10,0.05189829355703002,0.05238702124568226,0.05359422280989824,0.05412107320906456,0.05467877894360351,0.05510312206439853
2004-02-11,0.052197698684481125,0.05258616723747439,0.05334748681198834,0.05378023962223744,0.0544866932972117,0.05505575788115846
2004-02-12,0.052596895588236874,0.052735516036404195,0.05344617880983209,0.05378023962223744,0.05463079335240749,0.05500847879266406
2004-02-13,0.05239729790040501,0.05268573554789948,0.05344619922353874,0.053926331201495814,0.05443876231546553,0.05496119523312236
2004-02-14,0.05239729790040501,0.05268573554789948,0.05344619922353874,0.053926331201495814,0.05443876231546553,0.05496119523312236
2004-02-15,0.05239729790040501,0.05268573554789948,0.05344619922353874,0.053926331201495814,0.05443876231546553,0.05496119523312236
2004-02-16,0.052397294462195085,0.052735516036404195,0.05344619922353874,0.05402374662363307,0.05467884375664348,0.055055842975904136
2004-02-17,0.05229750153966347,0.05248659811220577,0.053100756818400194,0.05358550931301553,0.05386225968250068,0.054061553094103335
2004-02-18,0.05224760020758355,0.05258617334880081,0.05329816963454931,0.053682899020731104,0.05386232115854647,0.054393120577004114
2004-02-19,0.05214780021760665,0.05248659811220577,0.05295269480214716,0.053634225215230175,0.05410256301261295,0.05453520872706613
2004-02-20,0.05229749848345315,0.05248659811220577,0.052705919167104986,0.05348815469139681,0.05386225968250068,0.05444043098059716
2004-02-21,0.05229749848345315,0.05248659811220577,0.052705919167104986,0.05348815469139681,0.05386225968250068,0.05444043098059716
